corruption,drinking_water,piped_water,sanitation,electricity,mobile_phone,independent_media,healthcare,political_rights,freedom_of_expression,freedom_of_religion,justice,property_rights_for_women,violence_against_minorities,equal_political_power_gender,refugees
-0.33663076,1.173938995,0.756526506,1.228088887,0.980659469,1.772515761,2.48040963,1.911765122,1.660695381,0.525779978,0.927097435,1.73071893,1.588341901,-1.866506174,1.58064214,-0.791049416
-1.718178967,1.138456692,-0.147686707,1.354491189,0.940145877,2.477934141,-0.324123224,0.040535873,-0.253783439,0.371736236,-1.363266835,-0.535795987,0.985925672,-1.099929524,-0.790815878,-0.777201328
-0.060321119,-1.675468952,-0.636630848,-1.348210494,-1.065216867,-0.8373002,1.208313334,-1.20185199,-1.154714649,-0.040913529,-1.351130742,-0.984780942,-0.583770223,0.529045857,-0.932663376,-0.780011351
0.492298164,1.136453887,1.373512597,1.131667311,0.935854692,-0.241879307,0.492383825,-0.750490661,-1.492563852,-1.869120876,-0.891056574,-1.389012461,0.271237009,1.008156263,-1.118591355,0.535538627
0.077833702,0.754557485,-0.424159042,-0.114633123,0.805843535,-0.024378822,0.683698175,-0.535647759,1.097613375,1.072628222,-0.513566506,-0.034911957,0.626388451,1.008156263,1.240025587,2.78550624
0.215988523,-0.887334739,-0.950765386,-1.095438632,-1.417948986,-1.080847794,-0.931572792,0.061608393,-1.154714649,0.42014142,-0.068963955,-1.297896668,-0.945926607,0.624867938,1.135155958,-0.781735475
-0.19847594,-0.324366848,-0.810854321,0.228788116,-0.265578739,-1.527828113,0.9322014,-0.808903789,-0.141167038,0.109338269,-0.140541913,0.106534853,0.176156127,0.72069002,0.568390149,1.919631131
-0.19847594,-1.508739057,-0.524635886,-1.25354055,-1.342024241,-0.83414649,-1.115191825,-0.025546291,-0.141167038,0.190340546,1.106498655,-0.751498158,-1.181791884,0.529045857,-0.110275749,0.080934739
-0.060321119,1.169483584,1.384042475,1.197659613,0.958222937,0.809157691,0.926262173,0.065676396,0.309298567,-0.16527566,1.183411278,-0.319986554,1.084891353,-1.57903993,1.845819678,-0.39966416
2.288310833,-0.296909965,-0.131500002,-0.042570683,0.314173722,-0.141345585,-0.420766128,-1.061057214,-0.141167038,-0.076580506,-1.297642842,-0.285719171,-0.495289983,0.433223776,-1.454724522,-0.185195573
0.906762626,-0.811749004,-0.493966339,-0.278454854,-1.571016178,-1.181218029,-0.87083032,0.362078188,0.084065764,-0.235615082,0.918829246,-0.166807417,-1.295294797,-0.908285362,-0.375503624,-0.67605427
-1.165559685,1.095592895,1.424805711,0.820374592,0.920003803,0.923308265,0.090048819,0.9867587,2.111160985,1.525749607,1.568984831,1.382421547,0.962862977,-0.908285362,0.740443456,-0.798044629
-1.165559685,-0.376856415,-1.155123393,-0.829062978,-0.232126071,0.074701978,0.310943336,0.237578971,0.872380572,1.643009223,1.509369128,1.946124856,1.236416072,0.912334182,0.248328043,-0.795360873
-0.751095222,-0.706400558,-1.16725831,-0.700778083,0.086355782,-0.481345009,0.189450109,0.357565451,0.084065764,0.604711444,-0.303939136,-0.497764248,-0.602403194,-0.04588663,-0.715801374,-0.20727859
-0.612940402,-0.719354866,-0.09528949,-0.818867502,-0.524396461,0.064238835,-0.517400749,-1.194541356,-0.929481846,-1.175476725,-0.599410077,-0.652639132,-1.02990681,0.816512101,-0.727748122,0.16902575
0.906762626,-1.146449303,-1.299168372,-1.598676096,-1.561717883,-1.220307151,-1.608056556,-1.535806293,-0.929481846,-1.419146577,0.035512919,-0.675618556,-1.82128157,0.912334182,-1.019646441,-0.195785962
0.906762626,0.600185318,1.231652312,0.894794368,0.971246724,0.607760638,0.110757421,0.392673237,0.196682165,-0.177972995,-0.094029278,0.240417198,0.26674576,0.816512101,-0.666118339,-0.19732872
-0.612940402,1.051512264,1.602314233,0.978705695,0.980659469,0.438726024,0.968093549,2.192287313,-0.36639984,-0.853025268,-0.711101244,0.710430446,0.102529527,-0.141708712,0.086711361,1.449994537
-1.718178967,1.179478666,0.727203012,1.230983172,0.980659469,1.926456869,0.705392506,1.90475403,1.660695381,0.646886033,0.671837486,1.768954976,1.686753866,-1.962328255,1.58064214,-0.790982838
-0.33663076,1.138456692,-0.147686707,1.354491189,0.940268794,1.733437186,-0.434566341,0.455249855,-0.479016242,0.382008544,-1.204726222,-0.212934819,0.888524457,-0.620819118,-0.780191326,-0.777189849
0.492298164,-1.612136781,-0.589181651,-1.363739443,-1.021665847,-0.804766363,1.208313334,-1.20185199,-1.154714649,-0.040913529,-1.351130742,-0.984780942,-0.583770223,0.433223776,-0.932663376,-0.771992225
0.215988523,1.137334553,1.37490295,1.132531668,0.955821949,0.049865197,0.421386453,-0.750490661,-1.492563852,-1.864130042,-0.891056574,-1.389012461,0.271237009,1.008156263,-1.051810375,0.493548984
-0.474785581,0.75237476,-0.425733412,-0.058394298,0.871833819,0.051365582,0.656081183,-0.535647759,1.097613375,0.914220339,-0.396290781,-0.002176876,1.083326886,0.72069002,1.240025587,2.306603916
-0.33663076,-0.88323917,-0.947081633,-1.09204014,-1.401639205,-1.203154241,-0.931572792,0.061608393,-1.042098247,0.951894549,0.656072517,-1.095648109,-0.945926607,0.337401695,1.795331244,-0.770750213
0.077833702,-0.284471747,-0.781626243,0.218602462,-0.330460034,-0.403802252,0.863167204,-0.859505304,0.084065764,0.187965472,0.034111347,0.960563447,0.013073693,0.912334182,1.059599489,2.191390672
2.288310833,-1.485107862,-0.50649996,-1.258962422,-1.382087136,-0.550929659,-1.115191825,-0.025546291,-0.141167038,0.190340546,1.106498655,-0.751498158,-1.181791884,0.72069002,-0.110275749,0.239023793
0.768607805,1.169762935,1.384659274,1.198052502,0.962033378,0.740828196,0.926262173,0.065676396,0.534531369,-0.376489198,1.153837022,-0.319986554,1.084891353,-1.483217849,1.845819678,-0.403569266
-1.303714505,-0.203441036,-0.131595418,0.001013834,0.05468132,-0.160027886,-1.042024192,-1.049380344,-0.704249044,-1.467229332,-1.891345496,-1.077648667,-0.506250036,0.529045857,-2.034831426,-0.179203612
-0.889250043,-0.79921609,-0.44896389,-0.257170078,-1.559634569,-1.026773277,-0.87083032,0.06943047,-0.591632643,-1.000543233,0.918829246,-0.305976205,-1.295294797,-0.81246328,-0.375503624,-0.666627836
-1.303714505,1.113883279,1.433935012,0.837727201,0.920317926,1.174787597,0.090048819,0.9867587,2.111160985,1.463661637,1.568984831,1.382421547,1.010139744,-1.866506174,0.740443456,-0.797971164
-0.474785581,-0.314835773,-1.179348927,-0.83583377,-0.211041631,0.1985009,0.310943336,0.237578971,1.435462578,1.726668131,1.509369128,1.946124856,1.236416072,0.433223776,0.269301968,-0.795425154
1.183072267,-0.583609251,-1.151705442,-0.663391394,0.693852078,-0.396310874,0.189450109,0.357565451,-0.028550637,0.578980722,-0.303939136,-0.547620251,-0.602403194,-0.333352874,-0.715801374,-0.661342972
1.183072267,-0.652163864,-0.04603079,-0.777388217,-0.712618591,0.028192673,-0.572626449,-1.331064074,-0.929481846,-1.046623297,-0.606450532,-0.177681655,-0.958820271,1.008156263,-0.615176868,1.282747653
-0.889250043,-1.055575023,-1.298754674,-1.570893586,-1.534083308,-1.234662331,-1.59424806,-1.363574092,-1.379947451,-1.69787942,0.035512919,-0.731726353,-1.776809417,0.72069002,-1.15522693,-0.147942104
-1.441869326,0.634124089,1.24485044,0.89478782,0.976895464,0.572204936,0.29713484,0.226434473,0.196682165,0.228673237,-0.558786218,0.101866439,0.989555585,0.624867938,-0.69712619,-0.16111294
-1.027404864,1.049263252,1.603898826,0.980912423,0.979979326,0.588031495,0.968093549,2.04056779,-0.36639984,-0.900018123,-0.731157848,1.076410596,0.368356971,0.337401695,0.029477712,1.449994537
-0.060321119,1.184942581,0.698097611,1.231313853,0.980659469,1.91867807,1.001227313,1.902805051,1.660695381,0.505280775,0.690068788,1.861878885,1.671372876,-2.153972418,1.361724693,-0.791191753
1.044917447,1.138456692,-0.147686707,1.354491189,0.940473656,2.244227387,-0.434566341,0.494412563,-0.816865445,0.389537936,-1.204726222,-0.212934819,0.888524457,-0.81246328,-0.780191326,-0.777116384
0.077833702,-1.54840689,-0.540894153,-1.37964491,-0.978032883,-0.771544301,1.208313334,-1.194710093,-1.154714649,-0.29762585,-1.030442369,0.687129239,-0.305901662,-0.04588663,-0.468191597,-0.765148533
-0.474785581,1.138215219,1.376293303,1.133399298,0.97073047,0.136391807,0.445052244,-0.681720474,-1.492563852,-1.805202782,-0.891056574,-1.389012461,0.232459337,0.816512101,-1.220660544,0.509506885
-0.889250043,0.74999791,-0.427331636,-0.002568006,0.803112036,-0.125018019,0.656081183,-0.535647759,1.210229776,0.928775045,-0.396290781,0.006781984,1.083326886,1.008156263,0.915114309,2.399747918
-0.060321119,-0.878840576,-0.943128669,-1.088396092,-1.385244749,-1.157322614,-0.931572792,0.061608393,-0.704249044,0.951894549,0.656072517,-0.596173798,-0.945926607,0.145757532,1.474161714,-0.775552965
2.288310833,-0.244728158,-0.751754104,0.208449548,-0.098282622,0.184739018,0.794141291,-0.601413378,0.421914968,0.307963462,0.089630983,1.085854685,0.151652013,0.72069002,1.046427863,1.152228507
1.044917447,-1.461495606,-0.488350404,-1.264322086,-1.302349218,-0.571526336,-1.115191825,-0.025546291,-0.704249044,0.093825359,1.106498655,-0.751498158,-1.181791884,1.008156263,-0.110275749,0.434435189
-0.751095222,1.170047021,1.385299926,1.198461762,0.965928495,0.584382052,0.926262173,0.065676396,0.084065764,-0.462246163,1.153837022,-0.319986554,1.084891353,-1.674862012,1.845819678,-0.516702542
1.044917447,-0.111098981,-0.131009289,0.044293862,0.167052456,-0.406362664,-1.249110214,-0.697254754,-0.929481846,-1.617149619,-1.9036978,-1.09742558,-0.506250036,0.337401695,-0.89818392,-0.176643828
1.183072267,-0.794078874,-0.442724341,-0.257654641,-1.552748733,-0.585923706,-2.974824297,-0.217435713,-0.591632643,-1.300783437,1.052858646,-0.610511039,-1.291559414,-1.004107443,-0.776320378,-0.655415293
1.321227088,1.127661435,1.442880297,0.854840803,0.931134661,1.256346324,0.090048819,1.297745134,2.111160985,1.616283967,1.567029149,1.390563179,0.574180978,-1.57903993,0.598273798,-0.798012488
0.215988523,-0.253799961,-1.204637672,-0.842381925,-0.316802539,0.317139446,0.310943336,0.237578971,1.660695381,1.738234695,0.988353738,2.171352839,1.153420253,0.241579613,0.248881754,-0.794201509
1.59753673,-0.460462836,-1.135948111,-0.625657653,0.202182264,-0.337529525,0.189450109,-0.26316478,-0.028550637,0.41036865,-0.304210758,-0.728094797,-0.992904544,-0.524997037,-0.820112257,-0.624252504
